"review_id","star_rating","helpful_votes","total_votes","vine","verified_purchase"
"RDF14TXYU6YBR",3,22,23,"N","Y"
"R2FTL3PXDBQ9LS",5,41,41,"N","Y"
"R1U7ALEB3B78GY",5,18,21,"N","Y"
"R32AWERV5Z573N",3,37,37,"N","Y"
"R3PQ9JV8CSZBEG",1,32,36,"N","Y"
"R1Z2PSMX3R8Y7F",3,20,20,"N","Y"
"R17KZF1X4YR5VD",4,27,28,"N","Y"
"R1WNB8EX0NU06L",5,81,85,"N","Y"
"R31ER9L2V144FV",2,38,41,"N","Y"
"R36V9FJRZD5S4Y",5,54,55,"N","Y"
"R3I5FHXVEAEHH9",5,95,96,"N","Y"
"R1JZZXUNIJVIXF",5,22,25,"N","Y"
"R3MQQHFWCNH8SL",5,62,64,"N","Y"
"R3IWJRAPW0QUX0",1,140,149,"N","Y"
"R3ACSIEHS5H8GA",3,68,73,"N","Y"
"R2EGS8Y0TE1P2K",5,49,49,"N","Y"
"R3G9LEJKFNQ66O",5,22,22,"N","N"
"R3AP8UGTPF1IIG",1,6,20,"N","Y"
"RMB6SQ2I8H19G",1,40,48,"N","Y"
"R2IBJVIJ24T1ZO",5,23,23,"N","Y"
"RNHZHRYCRJBLN",5,98,105,"N","Y"
"R1XGL823U28Q91",4,17,20,"N","Y"
"RGVTZ982Y23Z1",2,45,49,"N","Y"
"ROIUZL5V0PUQD",5,61,62,"N","N"
"R3DGU824T2UAH1",4,148,150,"N","Y"
"ROWG0TD9Z1EF2",2,19,21,"N","Y"
"R2G4CT18ECKWI",5,33,33,"N","Y"
"R57EPTAD15LIJ",5,42,42,"N","Y"
"R194N27DVCSC9F",1,21,24,"N","Y"
"R3HN9VVTGKTNME",5,18,20,"N","Y"
"R2CEAMDK26NREB",4,53,54,"N","Y"
"RNKVCBVKXWUSN",5,23,23,"N","N"
"RMDUM07XVIQ69",1,23,26,"N","Y"
"R1NKA6GID984GQ",5,21,22,"N","Y"
"RYCU5SCUBA3Q6",5,23,23,"N","Y"
"R33E1YTW1GISVF",3,38,41,"N","Y"
"R8GSL0YEXRZYI",4,20,20,"N","Y"
"RFGWOR1MJYUCY",5,20,22,"N","Y"
"RQMOJ1N0M6DWM",5,35,39,"N","Y"
"R14NUCIUTHUNIK",2,769,799,"N","Y"
"R2DNZH3ISJW2XY",5,32,37,"N","Y"
"R2N3X0301P37MU",5,23,24,"N","Y"
"R2JYALEJ2P3X8Z",1,0,38,"N","N"
"RYXM20V1WZZV3",3,71,74,"N","Y"
"RWNQOOZR9O5D5",4,59,60,"N","N"
"R3GRLNA37LCHH6",1,28,32,"N","Y"
"R37CXS8VM4F285",5,48,48,"N","Y"
"R26YJXV9C00MF8",4,97,101,"N","Y"
"R11EFIT06YND8B",4,23,24,"N","Y"
"RATIEU54CP83V",5,27,28,"N","Y"
"R3F0V4FFSH7D1V",5,21,24,"N","Y"
"R13SVXZRJCN66S",5,26,26,"N","Y"
"R1RBAO86I1W95S",5,51,55,"N","Y"
"R1DH61U0UXV7WH",5,44,46,"N","Y"
"RCUT6F4B763VP",4,80,81,"N","Y"
"R2PMEJS70CYNZK",1,25,30,"N","Y"
"RSCN4EUM7E2ZF",5,56,57,"N","Y"
"R9C57W8U61P62",3,67,69,"N","Y"
"R173W9ASRHAYSZ",1,28,35,"N","Y"
"R1L4S0M3G6XZ71",5,33,34,"N","Y"
"RVFIMOQZGL6ND",5,45,45,"N","Y"
"R3DUL10V3O79U3",5,21,23,"N","Y"
"R3F499CPVL73LX",4,27,28,"N","Y"
"R2ZA0ZGJ4JSDOH",5,35,37,"N","N"
"R16Z13Q8A6G0Y4",5,21,21,"N","Y"
"R1GRDOC24LP6NI",2,50,50,"N","Y"
"RPYMO4YCDIET8",4,47,49,"N","Y"
"R1MZK9UF5YWHWE",5,29,33,"N","Y"
"R1CL5KWRDKM8UC",5,36,38,"N","Y"
"RZEGOWUDN9860",2,20,23,"N","Y"
"R3H6PEOAGOFGU1",3,43,46,"N","Y"
"R1C8SWQBDEGFNR",5,34,34,"N","Y"
"R1RJXVO9WZJ3BS",5,52,54,"N","Y"
"R3B56YWYEKPSQB",5,20,22,"N","Y"
"RD70L9GLOSI8G",5,32,34,"N","Y"
"R1XQ2HN1ZUL99A",5,21,23,"N","Y"
"R1UFFPUXESGT74",1,144,161,"N","Y"
"R2A6B24WPBL2KM",5,57,60,"N","Y"
"R2NHVQPO21UI9N",1,15,20,"N","Y"
"R1F8VIBDLMP16Q",4,19,20,"N","Y"
"RAS8D2CX5I8PS",1,137,148,"N","Y"
"R3FE3I8XRHZDII",5,19,21,"N","Y"
"R6VPLIT6LC0TI",3,29,31,"N","Y"
"R2OEODMX3KB0AU",3,28,28,"N","N"
"R2Z7B1K11HS5BI",2,37,40,"N","Y"
"R1RTVTX1BKHLVF",5,29,33,"N","Y"
"R96DSKIN3XLWK",5,117,120,"N","Y"
"R276WZ9TQ0P2WY",1,52,53,"N","Y"
"R3SXDH7YUOAAR5",1,36,38,"N","Y"
"R75SP6SCR34IO",5,42,42,"N","Y"
"RI0512ZTOAUJU",5,29,29,"N","Y"
"R2GHR4DH7BHHKG",2,63,70,"N","Y"
"R3THF1XY2BFSNI",5,27,29,"N","N"
"R3NSB05HXFBSVJ",1,34,34,"N","Y"
"RUYNINML20LYF",1,99,108,"N","Y"
"R304746552IAWT",4,33,33,"N","Y"
"R2YTSDTTRE9F6G",5,21,23,"N","Y"
"R2LHIOZDF3ZN53",5,29,30,"N","Y"
"R287LUW8W3KFCW",5,21,21,"N","Y"
"RVBOKNQYUTASZ",4,31,35,"N","Y"
"RWKNG347NHGK3",5,25,26,"N","Y"
"R2QVZIJ59KCCXZ",5,31,31,"N","Y"
"R1KVZLT7HBC7LP",5,55,56,"N","Y"
"R1JGBSH7QIQCO1",5,36,36,"N","Y"
"R1T3KOCTJCF5VP",4,63,63,"N","Y"
"RZ9GJWFV1S1WF",5,27,28,"N","Y"
"RVRARHH9NLT5C",4,84,91,"N","Y"
"R33I2F0UNNGT",4,74,75,"N","N"
"R3RD81VOU5NWWW",5,20,20,"N","Y"
"R3L0A1H9VOD91H",4,19,21,"N","Y"
"RA5I1W4NZL934",5,45,48,"N","N"
"R1PNWSDDSFAA8A",5,32,32,"N","Y"
"RMQNUJ9XRKKIP",1,35,43,"N","Y"
"R1PXA69KF2TSY2",4,22,22,"N","Y"
"RBFJQNNISXXPH",2,20,20,"N","Y"
"R2T35B89ZVDGG2",1,24,25,"N","Y"
"R1ZAQKN07PJWOD",5,29,30,"N","Y"
"R29V7D8NAFC5YV",5,351,369,"N","Y"
"R1OR7KX90DB38G",5,19,20,"N","Y"
"R24YL80A0M3MBA",1,20,26,"N","Y"
"R4AUE41I6MVUH",5,21,21,"N","Y"
"R1CIACR5F9JCGQ",5,20,25,"N","Y"
"R1C72LSW9AQGNI",1,25,26,"N","Y"
"R2AXSP4MQ39Y7H",5,23,24,"N","Y"
"R2FMLTHX8Y2QRT",5,19,20,"N","Y"
"R2WQRO4KTIE5Z0",5,28,29,"N","Y"
"R2M3SVGQDMVC5T",5,39,42,"N","Y"
"R114SFGUWAF7Q0",4,35,37,"N","Y"
"R261Y4DLPFTZV8",2,149,156,"N","Y"
"R1G9764DD5UZ7S",1,16,21,"N","Y"
"R36U44HFV9V2HE",5,53,58,"N","Y"
"R1UCHQHF1NN412",5,22,24,"N","Y"
"R19TJMLUUYIAD6",1,22,23,"N","N"
"R1B9QBPR4VSMSL",5,21,23,"N","Y"
"R6PHLUW90UTBI",2,55,56,"N","Y"
"R1QFY4UYJ2Y9C3",5,24,25,"N","N"
"R2FB4C1UBH5TGQ",5,22,22,"N","Y"
"RI4QA427GT00S",4,33,35,"N","Y"
"RDOC7ZB159TDO",5,78,81,"N","N"
"R2PYMNS6S80X3V",5,43,43,"N","Y"
"R1VICCSFIKWCWI",1,104,109,"N","Y"
"R384ZAGNRVVH71",5,31,34,"N","Y"
"RZGL7TMEDYRMH",2,35,41,"N","Y"
"RTJC6K09TCEHD",4,19,20,"N","Y"
"R2JIDQYNQD72F8",5,42,46,"N","Y"
"R3VK0DDAMKYMIL",1,28,32,"N","Y"
"R2SYO0BCUM33DF",4,26,28,"N","Y"
"R24XVNDL01OHNQ",3,26,29,"N","Y"
"RHV64HTL7CGMS",5,21,23,"N","Y"
"RAOHGYMU4IRU7",5,32,34,"N","N"
"RS0ADF5NVY45O",3,27,28,"N","Y"
"RWP0G8ADWLLU7",4,26,27,"N","Y"
"R3LYHOYAWN06MO",5,135,149,"N","Y"
"RPYO09G2UMLUG",3,20,24,"N","Y"
"R3G3BL6WIF2SDL",1,41,41,"N","Y"
"R2I6P5IDNRLTIN",5,24,26,"N","Y"
"R2AKQGA0XMKA5V",5,51,51,"N","N"
"R1TC66VT0429LF",5,92,99,"N","Y"
"RC8OVTSCA80U1",3,44,50,"N","Y"
"R1HYPFPDUF4OFV",5,43,44,"N","N"
"R3HT1E3R6GIF42",5,39,39,"N","Y"
"R17UV33XE6IWTX",1,17,22,"N","Y"
"R12SKA2L71YLU4",1,32,34,"N","Y"
"R1L313IN0JBSBP",5,66,70,"N","Y"
"RXE6G83KU0L57",5,174,182,"N","Y"
"R3B4AF8DVRWZX",1,1,28,"N","Y"
"R1ZYUCHX9HHSPT",5,57,57,"N","Y"
"R1Z1KAU0KYDHDZ",2,33,34,"N","Y"
"R2UEUEBY67979H",2,367,383,"N","N"
"R2SMMOXMJ7R7FT",4,19,20,"N","Y"
"R3O4XAU57PZKVM",1,43,75,"N","Y"
"R170MLSQ8LEJ3X",5,58,63,"N","Y"
"RWVBSVCGABZS6",5,31,37,"N","Y"
"RT4Z1O8YF2KAD",5,78,80,"N","Y"
"R1K3O3LP0QR4E5",5,29,30,"N","Y"
"R5WWK484D94NG",5,20,21,"N","Y"
"RDSAYV2EZHAIZ",5,35,35,"N","Y"
"R1JVFV708WSQ82",4,44,49,"N","Y"
"R1V32UOEWJ2F18",5,42,44,"N","Y"
"R2NSL9C3KGRS7D",2,137,147,"N","Y"
"R2R78VHNXYLW7N",2,50,52,"N","Y"
"R3IB32AW6FKWKF",5,19,20,"N","Y"
"R3457M6MU8Y4KW",1,26,27,"N","N"
"ROB77WFQKAMF2",4,36,40,"N","Y"
"RJLL1DCGCJVB7",5,36,39,"N","Y"
"R34PET5J7IM7UQ",4,49,50,"N","Y"
"RKCDF6LR4GQ3R",5,42,45,"N","N"
"RB1GY8TQU99NH",5,34,40,"N","Y"
"R3ILBHZSCABL3E",5,22,24,"N","Y"
"R34HIJGKIUD60T",5,22,24,"N","Y"
"R2B99GRJP9AEPU",3,29,29,"N","Y"
"R1VA63DKEKYQPP",3,20,22,"N","Y"
"R7PHDWR2ULB4Z",3,53,56,"N","Y"
"R2L1DI0B48HIF0",1,75,77,"N","Y"
"R2H03SGO5TKKEU",5,40,41,"N","Y"
"R3G1PFGKPKQ9A5",2,21,23,"N","Y"
"R10TGXSM8R1W15",1,24,29,"N","Y"
"RNACMRYHHU5SU",4,20,25,"N","Y"
"RAZLYIFKH8XTT",5,19,20,"N","Y"
"R1BWXN6AUBFY1R",3,30,32,"N","Y"
"RIN1ELBAHSYFX",5,21,21,"N","Y"
"R1YDEJM2F56OHJ",1,21,22,"N","Y"
"R3NGX84S87OU6K",1,23,26,"N","Y"
"R1RMNYHWT40LLQ",4,38,40,"N","Y"
"R3CJ75ASPQNZCA",3,33,34,"N","Y"
"RORUMN73X7Q9J",5,129,152,"N","Y"
"R3L4NH53MPW2WQ",3,24,25,"N","N"
"ROSPEO6WSU19F",3,18,20,"N","Y"
"RDMMN8GYOSWW7",1,29,31,"N","Y"
"R2W600WHLP005",2,31,31,"N","Y"
"R2ZDGAL4VFQ1SW",1,27,29,"N","Y"
"R1XYZOPXLRMW4K",1,21,22,"N","Y"
"R3BV9W9QWBS8IN",1,104,105,"N","Y"
"R21SPGXBOCJ4AY",5,64,66,"N","Y"
"R1GYUW5R2O47EW",4,33,33,"N","Y"
"R3CPFM73JNJQ21",2,20,20,"N","Y"
"R29UGTQNLWGAKZ",2,59,60,"N","Y"
"R3AMFN1T16NG1U",5,199,207,"N","N"
"R2OGVOW4L4NLE",4,20,25,"N","Y"
"R3C4NIUCVI00Z5",5,59,63,"N","Y"
"ROJZNQKZU4BE5",5,37,38,"N","Y"
"R32VUJFVNYI1UQ",5,66,68,"N","Y"
"R30BMX9OWHM1ZK",1,23,23,"N","N"
"R1C4N1F2XU255V",1,33,43,"N","Y"
"R1HBTHT1C9XYEF",5,36,36,"N","Y"
"R26P866UFOXHUV",5,21,21,"N","Y"
"R2O3VJWJGN0JJV",5,25,29,"N","Y"
"R38RXW445X4IQ",3,24,27,"N","Y"
"R3RHZBJYUXN6LG",1,28,30,"N","N"
"R238T2FE6UU9LF",5,27,28,"N","Y"
"RCQCSJ4TH6BNM",2,36,37,"N","Y"
"R1QGX5F70CNNMA",1,22,26,"N","Y"
"R16AY2ZOPLPZHQ",5,38,38,"N","Y"
"R2YFQOHYWGJ1BM",5,26,27,"N","Y"
"R22XUUURW7GQED",5,19,20,"N","Y"
"R16J7271N6H8TU",5,22,22,"N","Y"
"R3NWQK5645LML9",3,21,21,"N","Y"
"R29MZAKE2OGAFD",5,28,31,"N","Y"
"R60OPVZUE2T7U",5,28,29,"N","N"
"R2D1XJLOV5V27J",3,34,34,"N","Y"
"R3PID2RDVUVR2V",5,103,105,"N","Y"
"R194R11167CEJ7",1,20,23,"N","Y"
"R14NQAB7W9BE0C",5,39,41,"N","Y"
"RIECPPX3MVAVP",5,19,22,"N","Y"
"R3K9QP1CA717VF",1,35,38,"N","Y"
"R1S3EYIDYLM0GI",1,38,40,"N","Y"
"R21MCPNPL3JQK0",5,21,21,"N","Y"
"R17IA1UN8XROAT",5,22,22,"N","N"
"R3HGUKPF471V0E",4,34,34,"N","Y"
"R10CC0AOHFES5R",5,368,372,"N","Y"
"R38RIK475EV983",5,90,92,"N","Y"
"R3GULMX41RXEC7",4,21,23,"N","Y"
"R1CYD8IBDKNJ0N",1,37,48,"N","Y"
"R31JRR839K6SZ4",5,32,32,"N","Y"
"RW5Y8CQ36UJV5",1,23,25,"N","Y"
"RN9JJSFGK9OMN",1,71,72,"N","Y"
"R1FK9FVSST317C",2,17,20,"N","Y"
"R24C13WKX70ZYM",4,63,68,"N","Y"
"R3K6976BJ6WMQN",5,345,350,"N","Y"
"R3FMI2NFD83804",3,22,25,"N","Y"
"R2XSE84YJADNAA",5,20,21,"N","Y"
"R2XS5MSFDR2JGA",2,33,35,"N","Y"
"R2ECBS4Y0KD8F6",2,1,20,"N","Y"
"R4XN0YQ1AZCA3",5,24,25,"N","Y"
"RSBADRPX8FOM6",5,116,117,"N","Y"
"R1QETMJCFS23HM",2,23,29,"N","Y"
"R2LULGECZAOJTD",4,49,54,"N","Y"
"R3VG4MUWSGBKK4",5,25,27,"N","Y"
"R3951ZI5EI4CNG",5,90,100,"N","Y"
"R1QAVAJPZ3LCWL",4,20,22,"N","Y"
"R2NOAHANH5JACJ",5,18,20,"N","N"
"R1B5M82Y03WYJC",5,22,22,"N","Y"
"RTVCHDE33DNN9",2,21,21,"N","Y"
"R1E95VCRKB65VM",4,20,20,"N","Y"
"R1AWVNBJ5X41KD",5,35,40,"N","Y"
"R193OA9NDLJ1SV",5,20,21,"N","Y"
"RCGL72CMNOGD2",3,22,23,"N","Y"
"R1N9C3OXO7JXDL",1,41,43,"N","Y"
"R1XRP8Y18RAGZC",1,29,30,"N","Y"
"RHLX5HPP08REB",5,23,24,"N","Y"
"R3VGUNSJCBRJW0",5,18,20,"N","Y"
"R2MMVY97R25UA7",4,116,120,"N","Y"
"R2NTKG7863S6JI",2,183,189,"N","Y"
"R3BTUOHL6UNGG",5,23,23,"N","Y"
"R3GJQBS4W82DIB",5,25,27,"N","Y"
"R2VKCK2OTMT3KS",5,32,33,"N","Y"
"R701I3ZQH3MYJ",5,49,51,"N","Y"
"R3O2OPNX8N4VK0",5,83,85,"N","Y"
"R1TOFWP12IP237",5,20,20,"N","Y"
"R3F7G2C5PWVTW2",1,20,22,"N","Y"
"R29UENWYPOAGOL",3,48,50,"N","Y"
"R12XTRXVY619M6",5,25,27,"N","Y"
"ROCE1WNET9CYO",3,32,32,"N","Y"
"R7N7FZD31XET",5,26,26,"N","Y"
"R20JASRRHMKRQ",5,32,34,"N","Y"
"R1T6VVBANVAF1U",4,29,33,"N","Y"
"R3HNVIIDB6YEGJ",5,50,53,"N","N"
"R30UVA2RAUDALM",1,19,30,"N","Y"
"R12ZRQZ0SH5DG9",3,26,28,"N","Y"
"R33G54TWFC0GXY",5,45,47,"N","Y"
"RZK7WO7EGKT5Q",2,26,28,"N","Y"
"R1G2AMVOUN46V4",2,31,43,"N","Y"
"RNYVSN7E1OQGI",5,20,20,"N","Y"
"R1DO51Y4XHGKRF",3,22,27,"N","N"
"R1X9L2EAFJEXOX",1,30,38,"N","Y"
"R36FKBIGVDLM0N",5,24,25,"N","Y"
"R310J4NZG1VQIX",5,29,32,"N","Y"
"R151D5BMV630CV",4,26,27,"N","Y"
"R1WT48V9UDXA1B",5,17,20,"N","Y"
"R3HD0EBC6GFEZN",5,35,35,"N","Y"
"REFZI794M8690",2,22,25,"N","Y"
"R1ZRVRUM22Y103",5,20,22,"N","Y"
"RVTOEOB9NWBO9",5,44,44,"N","Y"
"R1VZRO0CIFMYOF",3,112,120,"N","Y"
"R8GNHSHYN82RK",4,45,45,"N","Y"
"R2LZD92YMBY5SY",5,30,31,"N","Y"
"R15QU0WCV7J0RV",2,44,49,"N","Y"
"R1FJHJV72YP0Z8",3,22,24,"N","Y"
"RVJSK68DODDVL",5,76,80,"N","N"
"R23WR98W7YQGMY",5,24,28,"N","Y"
"R3OJJHBYIYVTVI",5,39,41,"N","Y"
"R3RRN8HMA6EKVF",4,38,38,"N","Y"
"R26H5OFKQ39K6O",2,134,138,"N","Y"
"RQTI9BHM479CE",3,20,20,"N","N"
"R2OFWZA5JQ30L0",4,21,24,"N","Y"
"R1BAHVAAV6V5QX",2,25,25,"N","Y"
"R1O8CTUTV2860M",5,55,55,"N","Y"
"R23L7GWQRE4T1Q",5,44,45,"N","Y"
"R3EZOPB9TGUWML",5,20,25,"N","Y"
"R2SRWBQ3ZQQAA0",5,36,37,"N","Y"
"R2BRPSCXENFB99",3,22,23,"N","Y"
"R28UTC40PLYRVI",1,27,30,"N","Y"
"R3KIA8Z0IDZWDR",5,20,21,"N","Y"
"R2MB12YNGKOU6X",1,26,32,"N","Y"
"R78Y55OXIV7BH",5,28,31,"N","Y"
"R7A7BIR4N69NW",5,20,20,"N","Y"
"R1DTVWJABV6ZHE",5,25,25,"N","Y"
"R2G1FDO1D94D82",3,33,33,"N","Y"
"RJ6QX72E4X09N",5,35,37,"N","Y"
"R3STKUI99WMACE",3,85,85,"N","Y"
"R260K5EZYR0L3L",5,24,27,"N","Y"
"R2PPEF92L77ROA",3,40,40,"N","Y"
"R1I7YDN6VUN5VY",4,75,76,"N","Y"
"RVKMGKDQ7Z4KV",5,39,40,"N","Y"
"R3OV6WB6MFTAVV",1,28,30,"N","Y"
"RABS8INJON7LQ",5,50,52,"N","Y"
"R1ETWX074JKOGD",5,21,21,"N","Y"
"R323H0PJWZ6G5I",1,20,23,"N","Y"
"R2M15CJITVSQPU",4,48,49,"N","Y"
"R2Q2H0GQX7F012",5,61,62,"N","Y"
"R21BFID1P78MRS",5,29,30,"N","Y"
"R3DBSW9SCIORHQ",4,29,36,"N","Y"
"R2A0R6PW2ST22E",2,26,30,"N","Y"
"RFMI89Z7WKBH2",4,41,41,"N","N"
"R17UKDNVYXJ7HG",3,29,38,"N","N"
"R3RCRQ4OWDL6RN",5,24,25,"N","Y"
"R3RL8EPMKLQK7X",1,44,45,"N","Y"
"R23SCED7RFS07S",5,57,60,"N","Y"
"R18VSWZN9235TK",2,30,33,"N","Y"
"R16V5923LCZGAJ",1,113,129,"N","Y"
"R1EJEE0AOHXOCT",5,40,40,"N","Y"
"RXZI6QK52X00J",5,177,178,"N","Y"
"R1KV4D46XGZQW6",4,99,102,"N","N"
"R33WRW21WTO15A",5,25,26,"N","Y"
"R94NJLJ5WOCD5",1,17,36,"N","N"
"R21A0GIHKNHXIS",3,20,20,"N","Y"
"R24ZQEWCEQEES0",1,22,23,"N","N"
"R1A36ZG1CF6T16",5,9,27,"N","N"
"R17AG7HGOCNP4Z",5,46,48,"N","Y"
"R1CLP52MIFUS2F",1,19,20,"N","Y"
"R34F0F8BPN4PUE",1,18,23,"N","Y"
"R1A2WDZF7W4B8R",4,395,400,"N","Y"
"R152447ZV2I6LR",1,1,22,"N","Y"
"R143Y49FBR9RQ0",4,32,37,"N","Y"
"R10RRNO6XXUVCL",5,159,168,"N","Y"
"R3F0RO4AP7Z0CK",1,38,44,"N","Y"
"R1Y7856PS6UPEE",5,44,44,"N","Y"
"R2SK906TMRKYG8",5,94,101,"N","Y"
"R6YWTY4V8PN5Q",5,39,39,"N","Y"
"RCFNRI5WQSF5I",1,33,34,"N","Y"
"R3F7I17BWTIREF",5,822,839,"N","Y"
"R2267D4H35UYNY",1,172,177,"N","N"
"R1PTRCLEWU6K37",1,58,59,"N","Y"
"R39MZCYP95D2GB",2,24,26,"N","Y"
"R2VKKV9550O7AB",3,31,34,"N","Y"
"R3BNRHVA2LENRP",5,36,37,"N","Y"
"R2MLEYXVVI8BOV",1,19,22,"N","Y"
"R2A1BFOYV5GHOG",3,40,44,"N","Y"
"R2L653UBI4R4YF",4,19,21,"N","Y"
"R2ATHYM7ZMIZY",1,28,31,"N","Y"
"R1UEQ5YHKLYH7E",1,24,27,"N","N"
"R2UNEZO7XQTMUT",2,24,24,"N","Y"
"R8S1R8SGSMH7P",1,75,80,"N","Y"
"R1LRF3TRDTW3IT",2,35,36,"N","Y"
"R18Y2BCWAH9ELM",5,20,20,"N","Y"
"RT4F9MX91M36N",5,26,26,"N","N"
"R3BPAI2J9NEU5A",5,22,22,"N","Y"
"R386CADWB0RVT1",2,31,39,"N","Y"
"R2FOS69ARTQJU9",1,34,39,"N","Y"
"R7PDNYI5K8JDM",5,61,61,"N","Y"
"R3RDZ5CNINV1MB",2,21,22,"N","Y"
"R3ASKT9WO704DY",2,27,31,"N","Y"
"R38RU48UOGUCCL",5,111,118,"N","Y"
"R30R2JDT1P4ER0",1,28,31,"N","Y"
"R3PA4KT1O81M",3,31,38,"N","Y"
"R1T17ZWC4TUNTO",5,35,36,"N","Y"
"RRX47YDFS457Q",4,33,35,"N","N"
"RGCSXNS0VW7BV",5,42,43,"N","N"
"R2HMYPM8OF6U9H",1,35,41,"N","Y"
"R2KU9MMVHDWPY",4,30,30,"N","Y"
"R7PK638PT7ZJ8",2,241,245,"N","Y"
"R1S3VX3THVMLXQ",4,41,41,"N","Y"
"R3CVW2SKNGYYJQ",3,51,53,"N","Y"
"R1DV1XK85KB2NF",4,33,33,"N","Y"
"R34V83TQYB4SD6",5,29,33,"N","Y"
"R2C3UTI4J1CF0P",3,149,151,"N","Y"
"R16NKR1ZD7AP70",3,82,92,"N","Y"
"R3GXU87XRN6Z89",5,19,26,"N","Y"
"R3H6NLE5GF5153",1,2,53,"N","Y"
"R1NEBVTEUXZMDA",5,29,29,"N","Y"
"R1AO4DF5DFACQR",5,21,23,"N","Y"
"R1DSU1TW5Z4MA",5,120,124,"N","Y"
"R1BDLY3VK4UKGM",5,128,130,"N","Y"
"R2OCM96GQ44E1U",5,29,30,"N","Y"
"R1M9RI2B8KD9K4",5,68,72,"N","N"
"R165VW7JORXI16",5,77,79,"N","Y"
"R1DVI1F485VU0W",5,34,36,"N","Y"
"R1NIHUQ24NVDF3",4,21,23,"N","Y"
"R3KOU6A04JCXB0",4,25,26,"N","Y"
"R3YRD439PJF81",4,30,33,"N","Y"
"R33KJWTZUNRXEK",4,37,43,"N","Y"
"RBWWX2XT9YDLV",1,23,26,"N","Y"
"R36DDUI0889N1G",5,32,35,"N","Y"
"RZOAYRKFW8BDV",4,41,42,"N","Y"
"R12G8I8SGYR9N2",1,13,42,"N","N"
"RN1O76UWBHJH3",4,18,23,"N","Y"
"RUKV394USUZQ9",5,29,32,"N","Y"
"R25473CXFCW23Y",2,21,22,"N","Y"
"R1AKE9AOPW3TAS",1,83,90,"N","Y"
"RMRCSFP38TFW",4,23,24,"N","Y"
"RKL0ZWRDN5GMN",3,39,50,"N","Y"
"RKVSPJZPYG6XQ",4,22,22,"N","Y"
"R2H1QLW0C764T4",5,18,24,"N","Y"
"RMI84Y8C1UXKZ",5,22,25,"N","N"
"RC9C6EL2EBLSN",3,31,32,"N","Y"
"R3J747BDI86L8S",4,33,34,"N","Y"
"RFHK3ZTGRYD52",4,26,29,"N","Y"
"R15IB6SMVL9YCR",5,42,47,"N","N"
"R3MPUUYZ41B5ZR",1,20,23,"N","N"
"RPRZSLMSWRNOG",5,50,52,"N","Y"
"RXUE2ELXR9P03",1,48,61,"N","Y"
"R2NMPB2X4WCDAE",3,102,104,"N","Y"
"R2UPPG04PHKK8P",1,294,311,"N","Y"
"R3DMZBD6UHLS1Y",3,15,20,"N","Y"
"R11UI3IFKR7FXL",4,18,21,"N","Y"
"R52TUG39M5PHI",5,32,34,"N","Y"
"R8S9Z7SCVLK0O",1,20,22,"N","Y"
"R1BYGXJ95HD5SS",5,22,22,"N","Y"
"R2X95UT38I6G6Z",5,29,29,"N","Y"
"RF7FDMJJDUY09",1,17,20,"N","Y"
"R3W2SG9NGHJ1OC",5,30,31,"N","Y"
"RN3HWZWS8UHBB",5,24,26,"N","Y"
"R2IH93Z9SNTQU5",5,21,21,"N","Y"
"R33CD9RU2IAG1B",5,52,54,"N","Y"
"R360UF3W27OUYY",5,29,32,"N","Y"
"R23YIBWIVT2DEO",5,20,20,"N","Y"
"RYA53IWCZZ76O",2,21,22,"N","Y"
"R3BGACLKZKDI75",5,56,56,"N","Y"
"R2FCCGGGJ73LDK",1,19,23,"N","Y"
"RUBGS9SFIDW0W",1,35,37,"N","Y"
"R3T7M631WQKE1Q",5,21,21,"N","Y"
"R2FEI9K65MS7U7",3,23,23,"N","N"
"R1Y8EZ86T5AH1S",4,23,23,"N","Y"
"R14I8KRALRFOBK",4,38,38,"N","Y"
"RP3HR5G3ZWJD1",3,24,25,"N","Y"
"R2DI403MSQLFCF",1,30,37,"N","Y"
"RRR0S29BCO9HN",5,42,43,"N","Y"
"R1WDA8GDIGNVWA",1,25,26,"N","Y"
"R3J033848YKNF5",4,19,20,"N","Y"
"R3QCRIUGEYNOE1",2,35,36,"N","Y"
"R1F31KWK7ZMH9D",5,76,76,"N","Y"
"R1H49PEC0PT9C5",5,18,20,"N","Y"
"R35WBSQE2THWV6",2,25,28,"N","Y"
"R3PN6IE7CTMGC3",2,21,21,"N","N"
"R2T52MOK4TY7J6",1,200,214,"N","Y"
"RN1XFFRQTTJPF",5,26,32,"N","Y"
"R3HIGH63N2H9D0",1,22,24,"N","N"
"R1LQLDRN0WO018",5,156,164,"N","Y"
"R1HTFUTXFL56WV",2,23,28,"N","Y"
"RN3GIB78CYSYE",1,55,61,"N","Y"
"RWFO4E6VDDBUD",5,19,20,"N","N"
"R68O7N5UEOV60",3,28,29,"N","Y"
"R3S787TDSGGT0Z",5,21,21,"N","Y"
"R11EFGRZ6SFTOU",1,18,33,"N","Y"
"RKXBUVYENHRDN",4,52,53,"N","Y"
"R3Q2RKE6VQP9RL",5,49,51,"N","Y"
"RK98LJYS5FN4R",5,32,34,"N","Y"
"R13GKKPHRJECXD",1,51,53,"N","Y"
"R33F5TOQ4SI7NZ",5,146,156,"N","Y"
"R35TL4VS5IMN5P",3,30,37,"N","Y"
"R2WYERXLK5FPKU",3,39,41,"N","Y"
"R2WZM46S7EQQSF",5,34,36,"N","Y"
